WH1,2023-03-03,FBA,ASIN Blacklist,Brand Blacklist,,Reorder Qty,Backorder,2023-03-03,Gustotrade,,3.18,,848,2801,2801,2801,,"$74,638","$28,041",38%,WH1,FBA,backorder,unipack,1.8,0.075,0.5,7,30,0,default,FBA-DTA,,Y,,0.33,3pl_fbaprep4u,3/3/2023 4:13:08,,20%,48%,,,,,,30,30,30,,,https://svc-reports.s3.amazonaws.com/python_po_files/2023/3/3/fba/PO_WH1_23-03-03_13-11-57_BUF_FBA.xlsx,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FBA Inbound Eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVC Purchase Decision,Ordering Notes,Supplier Code,SVC Notes1,SVC Notes2,SVC Outstanding Qty,SVC ToOrder Target,SVC Inventory Level,Supplier Stock Level,Supplier Backorder ETA,SVC Code,SVC Manual SKU Multiplier,SVC Formula SKU Multiplier,SVC Variation Multiplier,SVC Target AMZN Qty (pks),SVC Vendor Qty (eaches),SVC Vendor Qty (cases),SVC Final AMZN Qty (pks),SVC Tot Cost,SVC Tot Profit,MSKU,ASIN,UPC,Supplier SKU,Supplier Map Price,Adjusted Supplier Unit Price,Supplier Unit Price,UOM,Supplier Sold By Increments,Supplier Case Size,Supplier Notes,Supplier Item Description,Amazon Title,See Amazon Page,Supplier Sold By Increments.1,AMZ Multi Pack Qty,Keepa Ref Price V7 Fast Median,Keepa Ref Price V7 Slow Median,Total COGS $USD,Net Profit $USD,Net Margin %,Net RoI %,Best Seller Rank,SVC BSR Velocity Estimate,SVC Ref Price,Est. Sales / Month,Est. Share of Sales / Month,Est BSR All Sellers 30D Orders,Est BSR Share Sales 30D Orders,Est AUSV 30D Orders,"MAX(AW,AX)",FNSKU,Product Group,Prime Sellers in BuyBox Contention,Unit per Session Conversion % 90D,Supplier Shipping $USD,Ship To Amazon $USD,Ship To Amazon / unit $USD,Prep $USD,Amazon Required Prep,BuyBox Seller Type,Amazon sells at $USD,Lowest FBA New Price $USD,No# of sellers,Discount %,SVC ASIN Global BuyBox % 30D,Amazon Ever A Seller?,Buy Box Suppressed?,SVC Current listing FBA ASIN price,Potential SNL,Length and girth,Size Tier,"Shipping weight, lbs",Dim. Weight lbs,Package Height inches,Package Length inches,Package Width inches,Referral Fee $USD,S&L Fees,US Single Ful- fillment Fee $USD,Monthly Storage Fee $USD,Estimated upcoming FBA Fees,Total Amazon Fees $USD,Keepa Ref Price V7 Forecast,No Authorized ASIN,No Authorized Category,No Authorized Brand,Promo,Case Max Dimension,Brand,Case Weight lbs,Supplier Unit Price.1,UPC.1,ASIN.1,Product Type Name,Match Code,Supplier SKU Price Update Datetime,PC2 updated,SVC Order Price 7D,SVC Order Price 15D,SVC Order Price 30D,SVC Order Price 90D,SVC Order Price 180D,Realized Rate of Return (Margin) 360D,Supplier Qty Update Datetime,Total # Orders 7D-360D,PC2 Product not found on Amazon datetime,Global Voice of Customer NCX Rate,Global Voice of Customer NCX Orders,Clean UPC,Keepa UPC,Fixed Price,Limit Ceiling,Small & Light,Case UPC,Shelf Life,Category Code,Global Adj Refund Rate,FBA Inbound Performance,Meltable,Master Item SKU,Master Item ID,Profitable AUSV Rolling Max Waterfall,AUSV WMA 7D-360D,DG Classification,AUSV Rolling Max Waterfall,Keepa updated,Keepa Ref Price V7 Fast 0%,Keepa Ref Price V7 Fast 10%,Keepa Ref Price V7 Fast 20%,Keepa Ref Price V7 Fast 30%,Keepa Ref Price V7 Fast 40%,Keepa Ref Price V7 Fast 60%,Keepa Ref Price V7 Fast 70%,Keepa Ref Price V7 Fast 80%,Keepa Ref Price V7 Fast 90%,Keepa Ref Price V7 Fast 100%,Keepa Ref Price V7 Slow 0%,Keepa Ref Price V7 Slow 10%,Keepa Ref Price V7 Slow 20%,Keepa Ref Price V7 Slow 30%,Keepa Ref Price V7 Slow 40%,Keepa Ref Price V7 Slow 60%,Keepa Ref Price V7 Slow 70%,Keepa Ref Price V7 Slow 80%,Keepa Ref Price V7 Slow 90%,Keepa Ref Price V7 Slow 100%,Global ratings,Variation ratings,SVC Variation # of Reviews,SVC Total # of Reviews,Profitable AUSV WMA 7D-360D,Review Date,NS DTA Outstanding Requested Qty,Seasonal multiplier,Supplier Hazmat,Inbound Working qty,Shipped qty,Receiving qty,"Package weight, lbs",TMP2,TMP3,TMP4,TMP5,TMP6,TMP7,TMP8,Eligibility for FBA Program.,IneligibilityReason,Supplier In Stock Rate WMA 7_360,GPO - Dim. Comparison,Profitable orders ratio  waterfall 7_180,MSKU listing status,Adj Supplier Unit Price Min Margin 15%,ASIN Level Map Price,NS Outstanding Normal Requested Qty,NS Outstanding Normal Ordered Qty,NS Outstanding Normal Received Qty,NS Outstanding Backorder Requested Qty,NS Outstanding Backorder Ordered Qty,NS Outstanding Backorder Received Qty,Target Velocity,Target DOI,Outstanding DOI,Active DOI,DUR,Inventory Age,Hmargin_90_Waterfall_7_90,Shipments Receiving qty,Discontinued,BSR %,BSR % Type,Supplier Stock Level2,Small and Light: Referral Fee $USD,MOQ,Supplier Item Weight lbs,Supplier  LongSide inches,AMZN BB % Winner 0_30,AMZN BB % Winner 0_90,AMZN BB % Winner 0_3,BSR Drops 30D,BSR Drops 90D,BSR Drops 180D,SVC BSR Drops Velocity Estimate WMA 7_360,Is Redirected ASIN,Price Stability,Cost prep in Amazon,Cost prep SL in Amazon,Barcode instruction
,,WH1,,,0,2,,"99,999",,2,1.00,0.00,0.00,0,0,0,0,$0,$0,B004Y3BN5A-WH1-000000,B004Y3BN5A,606523107167,C2RGM11B,$0.00,$68.84,$68.84,,1,1,,PAC Vehicle Wiring Interface for Select â04 â 09 GM 11-Bit without OnStar,PAC C2R-GM11B Radio Replacement Interface (2005-2006 Cobalt 2004-2007 Malibu 2005-2007 G6 No OnStar ),https://www.amazon.com/dp/B004Y3BN5A?psc=1,1,1,$106.77,$106.10,$68.84,$17.65,17%,26%,2865211.7,3.300801,$106.44,1,0.6,0,0,0,0,,Automotive Parts and Accessories,0,1%,,,,$0.18,ConsultHelpDocuments,MFN,,,2,,83%,Y,N,,,,,,,,,,$15.51,$2.54,$4.25,$0.00,$3.96,$19.76,$105.33,,,,,,PAC,,$68.84,606523107167,B004Y3BN5A,CABLE_ASSEMBLY,0,03/03/2023 04:03,02/26/2023 08:35,,,,,,,03/03/2023 04:19,1,,,,606523107167,606523107167; 100010774240,,,,,,,0.000,,N,S2SQCD99RO,60832,0.2,0.0016,,0.2,2023-03-03,$91.21,$91.21,$95.16,$105.42,$105.68,$106.77,$106.82,$107.03,$115.25,$146.37,$85.35,$91.21,$92.10,$105.42,$105.42,$106.77,$106.77,$107.03,$115.16,$146.37,0,0,0,0,0.0016,,,,N,,,,0.300,,,,,,,,0.00,['FBA_INB_0004'],0.87,,,Incomplete,$0.00,,,,,,,,0.00,0,0,0,0,,,,N,0.0816,Fourth Group,3,1.8,1,0.25,9,0%,0%,0%,0,2,2,0.07,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,7,0,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B0788JRX2D-WH1-000000,B0788JRX2D,609098825993,CAMNI1,$0.00,$24.20,$24.20,,1,1,,"PAC Wire Harness to add Reverse Camera Select '10-'17 Nissan with 4.3"" Factory Display","PAC CAM-NI1 Reverse Camera Harness (for Select Nissan Vehicles with 4.3-Inch Radio Display), Black",https://www.amazon.com/dp/B0788JRX2D?psc=1,1,1,$34.82,$34.73,$24.26,$4.36,13%,18%,102896.9,13.434002,$34.82,27,16.2,27,16,1,16,B0788JRX2D,Automotive Parts and Accessories,1,9%,,$0.06,$0.06,$0.00,ConsultHelpDocuments,AM,$38.49,$38.49,11,,16%,Y,N,,N,31.064,UsSmallStandardSize,0.27,0.45,0.63,10.12,9.84,$2.79,$3.40,$3.40,$0.03,$3.40,$6.19,$34.94,,,,,,PAC,,$24.20,609098825993,B0788JRX2D,VEHICLE_SAFETY_CAMERA,0,03/03/2023 04:03,02/28/2023 08:55,,$37.01,$37.18,$31.80,$31.80,,03/03/2023 04:19,8,,,,609098825993,609098825993,,,N,,,,0.125,,N,SXLHV6PNYU,247812,0.1,0.0621,,0.1538,2023-03-02,$14.96,$28.95,$29.86,$33.22,$34.29,$34.82,$34.82,$34.82,$35.26,$38.35,$14.96,$28.59,$29.00,$32.98,$33.81,$34.82,$34.82,$34.82,$35.17,$38.35,43,43,9,9,0.0403,11/23/2022 UTC,,,N,,,0,0.265,,,,,,,,,N/A,0.89,,1,Active,$0.00,,,,,,,,0.10,0,0,0,0,,0.15335,,N,0.0063,The best seller,1,0.96,1,0.25,6.5,4%,42%,100%,13,50,92,4.05,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,0,0,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B000CEDZBA-WH1-000000,B000CEDZBA,606523103916,CSS12,$0.00,$7.49,$7.49,,1,1,,PAC NOISE FILTER - 12 AMP,PAC CSS-12 Noise Reduction 12 Amp Power Lead Filter,https://www.amazon.com/dp/B000CEDZBA?psc=1,1,1,$15.29,$15.29,$7.54,$1.70,11%,22%,92076.3,16.288871,$15.29,29,17.4,29,17,0,17,,Car Audio or Theater,1,,,$0.05,$0.05,$0.18,,AM,$15.29,$15.29,15,,0%,Y,N,,Y,19.470,UsLargeStandardSize,0.25,0.25,0.94,6.89,5.35,$1.83,$2.66,$4.03,$0.02,$3.72,$5.86,$15.32,,,,,,PAC,,$7.49,606523103916,B000CEDZBA,AUTO_ACCESSORY,0,03/03/2023 04:03,02/28/2023 08:56,,,,,,,03/03/2023 04:19,,,0.00%,0,606523103916,163120492336; 151903147986; 606523103916,,,N,,,,,,N,ST1I0J6P11,59314,0,0,,0,2023-03-03,$14.20,$14.81,$15.16,$15.26,$15.29,$15.29,$15.29,$15.48,$16.63,$17.18,$13.03,$14.07,$14.64,$15.15,$15.26,$15.29,$15.29,$15.83,$16.63,$17.18,293,292,117,117,0,08/20/2022 UTC,,0.82,N,,,,0.220,,,,,,,,,N/A,0.71,,,Inactive,$6.90,,,,,,,,0.00,,,,0,,,,N,0.0028,First group,8,1.44,1,1,6,98%,99%,100%,22,75,168,5.91,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B01KYBKDMO-WH1-000000,B01KYBKDMO,609098817677,IS4324,$0.00,$16.21,$16.21,,1,1,,PAC Isimple USB Charger with Under Dash Bracket,PAC Other Cable for Universal - Black,https://www.amazon.com/dp/B01KYBKDMO?psc=1,1,1,$29.95,$29.95,$16.32,$6.80,23%,41%,702903.3,,$29.95,5,0.18,5,0,0,0,,Wireless,0,,,$0.11,$0.11,$0.18,ConsultHelpDocuments,MFN,,,4,,,Y,N,,N,22.000,UsLargeStandardSize,0.54,0.54,1.90,7.20,5.50,$2.40,$2.94,$4.24,$0.04,$4.24,$6.64,$29.83,,,,,,PAC,,$16.21,609098817677,B01KYBKDMO,WIRELESS_ACCESSORY,0,03/03/2023 04:03,02/28/2023 08:55,,,,,,,03/03/2023 04:19,,,,,609098817677,609098817677,,,,,,,,,N,S7XJLFVR71,297085,0,0,,0,2023-03-02,$25.25,$27.10,$29.95,$29.95,$29.95,$29.95,$29.95,$29.95,$29.95,$35.94,$25.25,$25.61,$28.24,$29.95,$29.95,$29.95,$29.95,$29.95,$29.95,$37.63,2,2,1,1,0,08/27/2017 UTC,,,N,,,,0.300,,,,,,,,,N/A,0.99,,,Incomplete,$18.53,,,,,,,,0.00,,,,0,,,,N,0.0321,Third Group,1,0.96,1,0.3,7,0%,0%,0%,0,0,1,0.01,,Stable,,,RequiresFNSKULabel
,,WH1,,,3,47,0,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B000K50HJY-WH1-000000,B000K50HJY,606523100021,SNI15,$0.00,$4.99,$4.99,,1,1,,PAC Line Output Converter,PAC SNI-15 Speaker Level to Preamp Adapter,https://www.amazon.com/dp/B000K50HJY?psc=1,1,1,$10.88,$10.88,$5.05,$1.46,13%,29%,72717.7,,$10.97,131,61.13333333,131,61,20,61,X002OZTU8X,Car Audio or Theater,2,56%,,$0.06,$0.06,$0.03,,AM,$11.45,$11.19,25,,15%,Y,N,,Y,19.090,UsLargeStandardSize,0.28,0.28,1.26,5.71,5.43,$1.64,$2.77,$4.08,$0.02,$4.08,$4.41,$12.88,,,,,,PAC,,$4.99,606523100021,B000K50HJY,POWER_CONVERTER,0,03/03/2023 04:03,02/28/2023 08:55,,$11.41,$11.43,$11.38,$11.38,,03/03/2023 04:19,51,,0.00%,0,606523100021,807031759439; 606523100021; 806293910763; 168141266966; 182682336117; 809386478317; 808112572626; 151903168332; 872182703747; 163120514427; 100177386690; 804066808989; 115970701373; 809187127292,,,Y,,,,0.020,,N,SOT5ITK8M8,59318,1.8286,0.6787,,1.8286,2023-03-03,$10.00,$10.34,$10.88,$10.88,$10.88,$10.93,$11.03,$11.14,$11.46,$13.00,$9.80,$10.23,$10.88,$10.88,$10.88,$10.93,$11.00,$11.13,$11.46,$13.00,338,338,38,38,0.6681,07/21/2022 UTC,0,1.6,N,,,4,0.240,,,,,,,,,N/A,0.94,,1,Active,$4.82,,,,,,,,1.83,0,2,0,2,16,0.1577,4,N,0.0029,The best seller,100,1.8,1,0.25,6,4%,1%,100%,52,157,239,9.23,,Stable,,,RequiresFNSKULabel
,,WH1,B001DXAVTS,,0,2,,"99,999",,2,1.00,0.00,0.39,0,0,0,0,$0,$0,B001DXAVTS-WH1-000000,B001DXAVTS,791489108973,CAP8,$0.00,$53.14,$53.14,,1,1,,Boss Audio 8 Farad Super Hybrid Capacitor,"BOSS Audio Systems CAP8 8 Farad Car Capacitor - Energy Storage, Enhanced Bass From Stereo, Warning Reverse Polarity Tone, Voltage Overload Low Battery Voltage Led, For Amplifier and Subwoofer",https://www.amazon.com/dp/B001DXAVTS?psc=1,1,1,$83.41,$83.98,$53.96,$9.27,11%,17%,,,$83.70,,0,0,0,1,1,X003A8UPQ9,Car Audio or Theater,3,,,$0.82,$0.82,$0.18,,MFP,,$89.98,7,,,Y,N,,,43.347,UsLargeStandardSize,4.28,4.05,3.58,14.45,10.87,$12.55,$7.65,$7.59,$0.27,$7.66,$20.14,$91.10,,,,,,BOSS Audio Systems,,$53.14,791489108973,B001DXAVTS,CAPACITOR,0,03/03/2023 04:03,02/28/2023 08:57,,,,,,,03/03/2023 04:18,2,,,,791489108973,070992472758; 791489108973; 115970703926; 880959961375; 189326618691; 999992669855; 100010956509; 151903146163; 100177400228; 088020618207; 168141264320; 806293548683,,,N,,,,0.000,,N,SID0PBGSHO,59793,0.25,0.0244,,0.25,2023-03-03,$74.99,$78.35,$80.99,$82.15,$83.12,$88.98,$92.20,$95.74,$98.63,$101.73,$67.99,$76.60,$80.72,$81.14,$83.30,$87.20,$92.09,$94.99,$98.41,$101.73,2720,1063,236,756,0.0244,02/18/2023 UTC,,,N,,,,4.277,,,,,,,,,N/A,0.89,,,Incomplete,$49.99,,,,,,,,0.02,0,0,0,0,,,,N,,,6,1.8,1,4.4,13,0%,0%,0%,,,,,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,3,,"99,999",,2,1.00,0.00,0.54,0,0,0,0,$0,$0,B00I77PMMY-WH1-000000,B00I77PMMY,034337004400,00440,$0.00,$16.49,$16.49,,1,1,,Pachmayr American Legend Series 1911 Govt. Double Diamond Rosewood,Pachmayr 1911 Govt. and Commander Wood Handgun Grips,https://www.amazon.com/dp/B00I77PMMY?psc=1,1,1,$29.39,$29.39,$16.52,$5.00,17%,30%,168282.9,35.195967,$29.39,19,8.866666667,10,5,2,5,,Sports,2,,,$0.03,$0.03,$0.18,,FBA,$29.41,$29.15,17,,,Y,N,,N,18.400,UsSmallStandardSize,0.15,0.14,0.50,8.80,4.30,$4.41,$2.47,$3.28,$0.01,$3.43,$7.69,$27.11,,,,,,Pachmayr,,$16.49,034337004400,B00I77PMMY,GUN_GRIP,0,03/03/2023 04:03,02/28/2023 08:55,,,,,,,03/03/2023 04:19,2,,,,034337004400; 034337004400,034337004400,,,N,,,,0.000,,N,SQO0XRRPXK,60167,0.25,0.0588,,0.25,2023-03-03,$22.99,$24.10,$27.27,$29.23,$29.37,$29.39,$29.53,$31.92,$37.30,$43.25,$22.99,$24.14,$25.81,$29.02,$29.36,$29.39,$29.41,$31.44,$36.36,$43.25,366,196,63,164,0.0588,12/07/2022 UTC,,,N,,,,0.150,,,,,,,,,N/A,0.08,,,Inactive,$17.08,,,,,,,,0.16,0,0,0,0,,,,N,0.004,First group,0,1.8,1,0.2,7,30%,19%,100%,26,75,165,5.43,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,47,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B00AU6ENX4-WH1-000000,B00AU6ENX4,034337024750,02475,$0.00,$15.99,$15.99,,1,1,,Pachmayr Diamond Pro Taurus Public Defender (Polymer Frame),"Pachmayr, Diamond Pro Grip, Fits Taurus P-Defender Poly, Black",https://www.amazon.com/dp/B00AU6ENX4?psc=1,1,1,$27.60,$27.60,$16.07,$2.92,11%,18%,27201.7,46.701757,$27.60,233,139.8,233,140,1,140,,Sports,1,0%,,$0.08,$0.08,$0.18,,AM,$27.59,$27.62,17,,,Y,N,,N,20.196,UsLargeStandardSize,0.40,0.40,1.54,8.15,4.49,$4.14,$2.77,$4.27,$0.03,$4.63,$8.41,$27.35,,,,,,Pachmayr,,$15.99,034337024750,B00AU6ENX4,GUN_GRIP,0,03/03/2023 04:03,02/28/2023 08:55,,,,,,,03/03/2023 04:19,6,,,,034337024750; 034337024750,034337024750,,,,,,,0.000,,N,S9LLGJA60C,60846,0.3125,0.0268,,0.3125,2023-03-03,$19.99,$22.58,$25.18,$26.59,$27.48,$27.63,$28.00,$28.24,$28.24,$29.98,$19.99,$19.99,$21.90,$25.07,$26.95,$27.62,$27.94,$28.24,$28.24,$29.98,2662,2661,771,772,0.0268,01/13/2023 UTC,,,N,,,,0.313,,,,,,,,,N/A,0.15,,,Incomplete,$14.79,,,,,,,,0.31,0,0,0,0,,,,N,0.0007,The best seller,0,1.8,1,0.4,9,69%,78%,100%,76,209,381,20.13,,Stable,,,RequiresFNSKULabel
,,WH1,,,0,7,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B0002INP9I-WH1-000000,B0002INP9I,034337025153,02515,$0.00,$21.99,$21.99,,1,1,,Pachmayr Colt D Frame Post 1971 Compac Grip,"Pachmayr 02515 Compact Grips, Colt D Frame Post 71",https://www.amazon.com/dp/B0002INP9I?psc=1,1,1,$39.24,$39.24,$22.07,$6.82,17%,31%,169291.9,31.017601,$39.24,26,15.6,26,16,2,16,,Sports,1,8%,,$0.08,$0.08,$0.18,,AM,$39.24,$39.24,22,,,Y,N,,N,20.200,UsLargeStandardSize,0.40,0.40,1.50,8.60,4.30,$5.89,$2.77,$4.27,$0.03,$4.63,$10.16,$39.32,,,,,,Pachmayr,,$21.99,034337025153,B0002INP9I,GUN_GRIP,0,01/26/2023 08:00,02/28/2023 08:58,,,,,,,01/26/2023 08:00,2,,0.00%,0,034337025153; 034337025153,034337025153,,,,,,,0.000,,N,S3W7EIDAHJ,59324,0.5,0.0531,,0.5,2023-03-03,$29.22,$32.02,$34.26,$38.17,$39.24,$39.24,$39.28,$39.45,$39.45,$39.46,$29.22,$32.30,$33.42,$34.83,$38.39,$39.24,$39.24,$39.45,$39.45,$39.46,116,116,48,48,0.0531,05/30/2022 UTC,,,N,,,,0.350,,,,,,,,,N/A,0.35,,,Incomplete,$22.94,,,,,,,,0.50,0,0,0,0,,,,N,0.0028,First group,0,1.8,1,0.4,9,71%,77%,100%,14,45,102,2.95,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,8,0,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B0002INPAM-WH1-000000,B0002INPAM,034337025450,02545,$0.00,$20.99,$20.99,,1,1,,Pachmayr  Colt Officer's Signature Grip No Finger Grooves,"Pachmayr 02545 Signature W/Out Backstrap, Colt Officer's 02545",https://www.amazon.com/dp/B0002INPAM?psc=1,1,1,$34.95,$34.95,$21.04,$4.69,13%,22%,248937.3,28.258504,$35.02,20,12,20,12,9,12,B0002INPAM,Sports,1,0%,,$0.05,$0.05,$0.00,,AM,$36.00,$36.00,1,,,Y,N,,N,17.796,UsLargeStandardSize,0.24,0.23,1.02,7.40,4.17,$5.25,$2.66,$4.03,$0.02,$4.63,$9.28,$37.18,,,,,,Pachmayr,,$20.99,034337025450,B0002INPAM,GUN_GRIP,0,03/03/2023 04:03,02/28/2023 08:55,,,,$35.08,$35.08,,03/03/2023 04:19,4,,,,034337025450; 034337025450,796793127177; 034337025450,,,N,,,,0.000,,N,SMLWQCRUUG,297117,0.5,0.299,,0.5,2023-03-02,$26.66,$32.44,$34.33,$34.95,$34.95,$35.58,$36.00,$36.00,$36.00,$36.00,$26.66,$29.99,$31.67,$34.95,$34.95,$35.16,$36.00,$36.00,$36.00,$40.27,79,79,53,53,0.299,01/03/2023 UTC,,,N,,,,0.238,,,,,,,,,N/A,0.19,,1,Inactive,$0.00,,,,,,,,0.40,0,0,0,0,,0.0785,,N,0.0091,First group,0,1.8,1,0.3,9,100%,67%,100%,11,28,49,1.64,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,14,0,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B00162OKWU-WH1-000000,B00162OKWU,034337030546,03054,$0.00,$34.99,$34.99,,1,1,,Pachmayr Master Gunsmith 277 Piece Firearm Screw Kit,"Pachmayr 03054 Screw Kit, 277Piece, Firearm Screw Kit",https://www.amazon.com/dp/B00162OKWU?psc=1,1,1,$55.60,$55.53,$35.06,$6.68,12%,19%,90150.5,35.85945,$54.71,30,14,30,14,2,14,B00162OKWU,Sports,2,25%,,$0.07,$0.07,$0.00,,MFN,$43.37,$56.49,19,,0%,Y,N,,N,18.467,UsLargeStandardSize,0.76,0.22,0.91,6.97,4.84,$8.21,$4.75,$4.75,$0.01,$4.75,$12.96,$55.48,,,,,,Pachmayr,,$34.99,034337030546,B00162OKWU,SPORTING_GOODS,0,03/03/2023 04:03,02/28/2023 08:55,,,$44.39,$47.76,$51.61,,03/03/2023 04:19,26,,,,034337030546; 034337030546,034337030546; 796793527687,,,N,,,,0.000,,N,SW86VX28T7,294132,0.6,0.343,,0.9,2023-03-03,$43.37,$45.04,$47.91,$53.98,$55.20,$55.67,$55.97,$56.28,$57.65,$64.49,$43.37,$45.32,$46.89,$50.57,$54.21,$55.66,$55.89,$56.23,$57.51,$64.49,672,671,258,259,0.0732,12/22/2022 UTC,,,N,,,,0.763,,,,,,,,,N/A,0.15,,0,Inactive,$0.00,,,,,,,,0.47,0,0,0,0,,-0.02785,,N,0.0016,The best seller,0,1.8,1,0.8,7,9%,62%,0%,40,120,242,8.55,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,0.30,0,0,0,0,$0,$0,B000WSUZ50-WH1-000000,B000WSUZ50,034337044130,04413,$0.00,$13.49,$13.49,,1,1,,Pachmayr Decelerator Slip-On Pad M Black 1,"Pachmayr 04413 Decelerator Recoil Pads, Slip-On Recoil Pad, (Medium, Black)",https://www.amazon.com/dp/B000WSUZ50?psc=1,1,1,$25.38,$25.36,$13.59,$3.50,14%,25%,26144.7,47.525831,$25.37,329,153.5333333,98,46,0,46,,Sports,2,,,$0.10,$0.10,$0.18,,AM,$27.74,$25.39,15,,,Y,N,,N,20.430,UsLargeStandardSize,0.52,0.52,2.28,8.39,3.74,$3.81,$2.94,$4.27,$0.03,$4.63,$8.08,$25.41,,,,,,Pachmayr,,$13.49,034337044130,B000WSUZ50,SPORTING_GOODS,0,03/03/2023 04:03,02/28/2023 08:55,,,,,,,03/03/2023 04:19,,,0.00%,0,034337044130; 034337044130,034337044130,,,,,,,,,N,SGU11JMCMU,59330,0,0,,0,2023-03-03,$19.99,$22.08,$23.48,$23.48,$24.22,$25.41,$25.41,$25.81,$26.87,$27.74,$18.39,$19.51,$21.39,$23.48,$23.48,$25.41,$25.41,$25.74,$26.80,$27.74,2119,633,244,911,0,02/03/2023 UTC,,0.64,N,,,,0.421,,,,,,,,,N/A,0.13,,,Incomplete,$13.20,,,,,,,,0.00,,,,0,,,,N,0.0007,The best seller,0,1.8,1,0.5,9.25,91%,82%,100%,56,170,345,17.29,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,0.96,0,0,0,0,$0,$0,B000PWD9OW-WH1-000000,B000PWD9OW,034337050438,05043,$0.00,$26.99,$26.99,,1,1,,Pachmayr  Taurus P99 Decocker Combat Gripper,"Pachmayr 05043 Signature W/Backstrap, Taurus P99 Decocker W/Finger Grooves",https://www.amazon.com/dp/B000PWD9OW?psc=1,1,1,$43.17,$43.16,$27.07,$5.52,13%,20%,337884.1,27.272869,$43.17,14,6.533333333,13,6,0,6,B000PWD9OW,Sports,2,6%,,$0.08,$0.08,$0.00,,AM,$44.14,$43.99,14,,,Y,N,,N,20.197,UsLargeStandardSize,0.42,0.42,1.65,7.91,4.49,$6.47,$2.77,$4.08,$0.03,$4.08,$10.55,$43.31,,,,,,Pachmayr,,$26.99,034337050438,B000PWD9OW,SPORTING_GOODS,0,03/03/2023 04:03,02/28/2023 08:55,,,,,,-0.01,03/03/2023 04:19,2,,,,034337050438; 034337050438,034337050438; 880273035417; 015568849688,,,N,,,,0.000,,N,STWPBHAP2V,297132,0.0833,0.0131,,0.25,2023-03-02,$36.78,$40.72,$42.68,$42.68,$42.95,$44.05,$44.96,$45.79,$45.98,$45.98,$35.49,$38.02,$41.05,$42.68,$42.78,$43.73,$44.89,$45.61,$45.98,$45.98,123,118,76,81,0,01/29/2022 UTC,,,N,,,,0.243,,,,,,,,,N/A,0.17,,,Inactive,$0.00,,,,,,,,0.08,0,0,0,0,,,,N,0.0118,Second Group,0,1.8,1,0.4,9,13%,19%,100%,10,22,43,1.41,,Stable,,,MustProvideSellerSKU
,,WH1,,,0,0,,"99,999",,2,1.00,0.00,1.00,0,0,0,0,$0,$0,B009D9IGIM-WH1-000000,B009D9IGIM,606523108331,BB2PR,$0.00,$5.51,$5.51,,1,1,,BASS BLOCKER PAC SOLD IN PAIRS,"PAC BB-2PR Pair of Bass Blocker Designed for 6"" Speakers, Green",https://www.amazon.com/dp/B009D9IGIM?psc=1,1,1,$11.99,$11.99,$5.53,$2.51,21%,45%,,,$11.99,27,0,27,0,0,0,,Car Audio or Theater,2,,,$0.02,$0.02,$0.03,ConsultHelpDocuments,AM,$11.99,$11.36,13,,0%,Y,N,,Y,15.550,UsSmallStandardSize,0.09,0.13,0.75,5.39,4.33,$1.44,$2.47,$3.28,$0.01,$3.43,$3.91,$12.29,,,,,,PAC,,$5.51,606523108331,B009D9IGIM,AUTO_ACCESSORY,0,03/03/2023 04:03,02/28/2023 08:56,,,,,,,03/03/2023 04:19,,,0.00%,0,606523108331,606523108331,,,N,,,,,,N,SUEPH0THWS,60158,0,0,,0,2023-03-03,$10.99,$11.00,$11.08,$11.36,$11.59,$11.99,$11.99,$12.04,$13.04,$13.20,$10.99,$11.01,$11.11,$11.44,$11.66,$11.99,$11.99,$12.06,$13.10,$14.50,475,475,57,57,0,10/09/2022 UTC,,,N,,,,0.090,,,,,,,,,N/A,1.00,,,Inactive,$6.23,,,,,,,,0.00,,,,0,,,,N,,,2,1.44,1,1,6,96%,95%,100%,,,,0,,Stable,,,MustProvideSellerSKU
